,Unnamed: 0,Date,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
1227,1227.0,45423.0,20.0,8.42,7.79,3586.9,22.2,5.92,0.149,0.081,4.46
1228,1228.0,45423.0,23.3,9.57,17.75,24216.8,22.3,13.63,0.197,0.147,1.94
1229,1229.0,45423.0,21.6,8.5,9.49,7263.4,323.2,6.09,0.025,0.09,1.54
1230,1230.0,45423.0,23.7,8.32,15.81,36093.4,84.6,9.76,0.025,0.148,2.14
1231,1231.0,45423.0,23.6,8.37,7.41,4075.3,38.2,7.05,0.025,0.103,1.32
1232,1232.0,45423.0,22.8,7.94,6.42,2810.9,31.1,5.7,0.541,0.125,3.68
1233,1233.0,45423.0,22.9,8.99,28.32,16443.6,59.0,10.64,0.343,0.186,3.26
1234,1234.0,45423.0,19.6,8.3,9.42,1380.2,32.1,4.54,0.025,0.085,4.06
1235,1235.0,45423.0,21.9,8.81,11.12,522.0,3.8,4.54,0.025,0.018,1.4
1236,1236.0,45423.0,20.8,8.37,8.57,519.0,4.6,2.57,0.025,0.013,1.37
1237,1237.0,45423.0,15.2,8.2,9.86,631.1,5.2,2.36,0.025,0.016,3.18
1238,1238.0,45423.0,24.5,8.46,10.64,805.8,8.5,2.9,0.025,0.037,9.12
1239,1239.0,45423.0,17.6,8.72,10.21,639.8,2.3,2.02,0.025,0.017,2.82
1241,1241.0,45423.0,23.1,8.18,9.55,648.7,99.7,2.69,0.037,0.062,3.21
1242,1242.0,45423.0,23.6,7.92,5.3,1083.1,58.4,0.87,0.028,0.04,4.09
1243,1243.0,45423.0,21.2,8.04,6.49,966.5,23.7,1.82,0.17,0.036,7.04
1244,1244.0,45423.0,22.7,8.47,10.75,366.1,11.0,1.69,0.025,0.01,1.79
1245,1245.0,45423.0,20.9,8.04,2.85,1256.6,14.4,6.07,0.098,0.164,5.55
1246,1246.0,45423.0,17.8,8.75,12.32,596.3,0.5,2.07,0.025,0.012,3.45
1247,1247.0,45423.0,25.2,8.98,15.43,679.4,9.6,3.11,0.031,0.058,1.02
1248,1248.0,45423.0,22.0,9.39,3.92,1216.4,5.0,8.03,0.049,0.461,0.94
1249,1249.0,45423.0,22.1,8.1,8.07,566.4,7.1,2.26,0.063,0.035,2.64
1250,1250.0,45423.0,23.0,7.87,8.09,22370.9,1.9,2.72,0.034,0.03,1.38
1251,1251.0,45423.0,22.9,9.21,13.81,877.4,14.9,3.59,0.032,0.03,2.65
1252,1252.0,45423.0,21.7,8.47,10.45,463.6,1.2,1.41,0.025,0.013,2.07
1253,1253.0,45423.0,21.2,8.92,15.57,695.8,12.5,3.92,0.025,0.02,0.92
1254,1254.0,45423.0,23.8,8.22,9.1,754.4,17.1,3.95,0.14,0.074,1.54
1255,1255.0,45423.0,27.4,8.58,16.63,22903.0,12.2,12.58,0.563,0.074,2.27
1256,1256.0,45423.0,21.9,9.3,11.23,3579.2,90.4,8.34,0.025,0.127,2.33
1257,1257.0,45423.0,24.3,6.73,10.43,42895.9,9.4,3.93,0.883,0.005,1.54
1259,1259.0,45423.0,26.2,8.61,9.9,543.2,2.3,1.29,0.029,0.005,4.31
1260,1260.0,45423.0,24.8,8.97,15.02,751.2,29.3,2.76,0.025,0.056,2.35
1261,1261.0,45423.0,25.1,7.76,6.41,856.7,55.9,5.55,0.315,0.109,3.87
1262,1262.0,45423.0,25.6,8.2,7.69,774.2,20.2,3.62,0.096,0.097,5.4
1263,1263.0,45423.0,26.2,8.37,14.29,619.4,4.0,2.89,0.025,0.015,4.8
1264,1264.0,45423.0,22.5,8.06,9.77,594.5,12.4,0.92,0.025,0.024,5.87
1265,1265.0,45423.0,20.6,8.28,10.03,525.1,8.1,1.05,0.025,0.015,3.45
1266,1266.0,45423.0,18.3,8.66,8.9,1208.9,56.0,4.09,0.025,0.066,4.35
1267,1267.0,45423.0,19.2,8.34,7.76,1274.0,44.7,4.8,0.164,0.096,2.05
1268,1268.0,45423.0,19.9,8.77,12.86,807.2,12.6,1.95,0.025,0.04,4.22
1269,1269.0,45423.0,19.8,8.73,13.12,683.1,2.4,1.64,0.025,0.015,2.19
1270,1270.0,45423.0,22.0,8.56,13.32,407.0,7.0,1.57,0.025,0.005,1.4
1271,1271.0,45423.0,17.4,8.39,8.27,374.4,131.1,6.8,0.025,0.033,4.12
1272,1272.0,45423.0,22.2,8.28,18.18,898.4,2.5,0.88,0.025,0.005,1.15
1273,1273.0,45423.0,21.6,8.21,8.63,546.9,50.9,4.86,0.025,0.12,3.89
1274,1274.0,45423.0,19.7,8.33,10.99,1340.8,3.2,1.49,0.025,0.017,1.24
1275,1275.0,45423.0,16.9,8.32,8.17,315.4,217.7,10.96,0.025,0.177,1.42
1276,1276.0,45423.0,20.8,8.09,7.59,501.0,104.6,6.47,0.091,0.155,5.08
1277,1277.0,45423.0,21.2,8.6,18.14,758.7,11.1,1.47,0.025,0.027,4.97
1278,1278.0,45423.0,19.2,8.31,16.9,657.1,2.1,1.62,0.025,0.005,4.25
1279,1279.0,45423.0,15.8,8.04,9.24,661.4,35.4,6.17,0.198,0.12,4.21
1280,1280.0,45423.0,22.6,8.33,11.73,727.3,18.4,1.73,0.025,0.045,3.38
1281,1281.0,45423.0,19.0,9.04,25.62,464.6,5.3,1.49,0.025,0.021,3.93
1282,1282.0,45423.0,22.6,9.42,10.3,2857.9,24.0,6.95,0.025,0.094,0.85
1284,1284.0,45423.0,24.3,7.66,8.63,40768.4,1085.4,6.64,0.461,0.06,2.95
1285,1285.0,45423.0,22.6,8.39,9.36,2113.5,45.2,5.48,0.034,0.101,0.86
1286,1286.0,45423.0,22.2,8.66,11.1,2830.3,33.8,4.95,0.025,0.063,0.7
1287,1287.0,45423.0,24.7,9.35,12.27,1261.6,16.7,5.74,0.049,0.06,1.02
1288,1288.0,45423.0,23.2,7.9,22.7,1013.0,10.3,5.9,0.052,0.106,5.39
1289,1289.0,45423.0,23.3,8.29,25.75,947.3,11.3,5.12,0.038,0.098,5.67
1290,1290.0,45423.0,23.5,7.95,3.65,1747.1,46.9,6.31,0.404,0.06,2.49
1292,1292.0,45423.0,22.9,7.85,4.22,998.2,1.4,6.33,0.156,0.118,1.14
1293,1293.0,45423.0,24.1,8.86,11.23,877.5,15.0,4.72,0.041,0.054,1.07
1294,1294.0,45423.0,23.8,8.7,7.6,1460.9,39.8,5.98,0.032,0.034,0.56
1295,1295.0,45423.0,24.0,8.91,8.32,347.5,24.1,1.54,0.025,0.01,1.99
1296,1296.0,45423.0,25.7,8.03,8.33,939.2,12.3,3.42,0.05,0.026,5.25
1297,1297.0,45423.0,24.6,7.95,9.95,1131.2,11.3,4.91,0.025,0.041,6.84
1298,1298.0,45423.0,26.7,7.93,7.01,1091.8,9.6,5.04,0.025,0.041,2.74
1299,1299.0,45423.0,23.9,8.45,12.16,663.0,4.1,4.27,0.025,0.028,2.21
1300,1300.0,45423.0,24.0,8.39,11.37,868.9,6.1,4.01,0.025,0.018,0.39
1301,1301.0,45423.0,23.6,8.41,10.36,916.3,4.0,4.51,0.025,0.019,0.42
1302,1302.0,45423.0,24.3,7.98,9.44,678.7,3.1,5.25,0.025,0.043,0.81
1303,1303.0,45423.0,23.4,8.44,14.89,1557.2,10.7,6.19,0.103,0.151,4.74
1304,1304.0,45423.0,18.7,8.43,11.2,748.3,11.3,1.63,0.025,0.005,2.42
1305,1305.0,45423.0,20.3,8.55,8.05,807.3,22.7,1.33,0.025,0.005,2.07
1306,1306.0,45423.0,18.0,8.48,13.92,962.7,28.1,2.99,0.025,0.089,6.08
1307,1307.0,45423.0,18.5,8.38,9.92,582.9,45.8,3.29,0.025,0.141,6.67
1308,1308.0,45423.0,18.2,8.49,8.35,1290.7,15.4,4.45,0.025,0.067,1.64
1309,1309.0,45423.0,20.3,8.57,10.08,1071.0,182.3,5.11,0.025,0.132,4.93
1310,1310.0,45423.0,21.1,8.21,6.86,979.7,312.5,5.2,0.025,0.182,2.49
1311,1311.0,45423.0,19.1,7.89,7.49,1538.5,24.9,4.44,0.081,0.085,0.85
1312,1312.0,45423.0,21.2,8.09,10.06,537.4,83.0,2.19,0.025,0.039,3.46
1313,1313.0,45423.0,23.2,8.26,22.94,2201.4,2.8,4.46,0.053,0.187,6.25
1314,1314.0,45423.0,21.9,8.4,8.78,744.4,14.7,2.33,0.025,0.031,4.07
1315,1315.0,45423.0,21.6,8.16,11.82,658.5,19.6,7.31,0.102,0.087,2.13
1316,1316.0,45423.0,14.4,7.84,10.34,719.6,4.8,2.58,0.044,0.022,1.4
1317,1317.0,45423.0,24.6,7.97,8.8,787.6,33.8,3.8,0.06,0.092,1.84
1318,1318.0,45423.0,20.0,8.25,10.43,504.9,3.9,2.27,0.025,0.012,0.68
1319,1319.0,45423.0,17.9,7.83,6.93,648.7,23.8,2.1,0.025,0.062,1.08
1320,1320.0,45423.0,15.6,8.51,9.76,544.5,6.9,1.25,0.025,0.005,2.88
1321,1321.0,45423.0,18.0,8.24,7.01,1002.6,48.6,2.94,0.168,0.049,3.17
1322,1322.0,45423.0,18.2,8.56,19.71,681.9,6.8,2.7,0.025,0.016,4.4
1323,1323.0,45423.0,21.4,8.13,10.56,511.2,22.6,0.57,0.025,0.025,3.61
1324,1324.0,45423.0,22.5,8.7,10.54,2306.3,27.5,4.16,0.025,0.048,14.9
1325,1325.0,45423.0,24.0,8.37,9.91,1545.3,86.1,7.79,0.025,0.133,6.14
1326,1326.0,45423.0,23.0,8.46,12.18,944.3,45.8,5.37,0.025,0.048,0.62
1327,1327.0,45423.0,28.1,8.25,9.43,1056.9,28.4,2.26,0.025,0.021,2.13
1328,1328.0,45423.0,23.7,8.32,7.04,2240.0,100.4,4.76,0.069,0.14,4.86
1329,1329.0,45423.0,24.0,8.75,24.02,753.5,12.2,1.43,0.025,0.017,2.49
1330,1330.0,45423.0,25.1,8.4,26.41,2008.4,27.3,6.03,0.025,0.122,3.16
1331,1331.0,45423.0,19.8,8.08,8.5,993.4,18.5,2.64,0.025,0.026,5.25
1332,1332.0,45423.0,17.2,7.94,6.53,750.0,10.5,1.7,0.025,0.074,5.26
1333,1333.0,45423.0,22.5,8.04,6.7,959.1,154.1,3.74,0.157,0.228,6.33
1334,1334.0,45423.0,19.7,8.39,15.11,629.0,12.1,1.33,0.025,0.044,4.3
1335,1335.0,45423.0,17.0,8.24,12.3,478.0,5.1,0.96,0.025,0.005,3.94
1336,1336.0,45423.0,19.2,8.58,9.12,953.9,14.4,1.61,0.025,0.036,2.48
1337,1337.0,45423.0,25.3,8.31,11.45,1510.2,23.1,4.52,0.025,0.072,3.72
1338,1338.0,45423.0,23.3,8.85,23.43,1290.5,18.0,2.63,0.157,0.034,3.19
1339,1339.0,45423.0,19.0,8.25,9.82,592.4,44.0,1.66,0.025,0.074,4.29
1340,1340.0,45423.0,24.1,8.55,10.3,477.2,16.1,1.65,0.027,0.005,3.89
1341,1341.0,45423.0,27.3,8.84,15.35,1199.6,5.6,3.68,0.025,0.051,1.43
1342,1342.0,45423.0,21.7,9.04,11.52,742.2,41.7,2.85,0.025,0.031,1.69
1343,1343.0,45423.0,22.8,8.81,12.33,1078.2,15.2,3.13,0.025,0.092,5.74
1344,1344.0,45423.0,24.7,8.57,9.23,829.8,6.4,3.08,0.025,0.005,5.57
1345,1345.0,45423.0,17.9,8.33,9.3,659.3,22.4,1.58,0.025,0.005,2.26
1346,1346.0,45423.0,23.2,8.54,14.2,1245.5,38.4,4.34,0.716,0.114,4.28
1347,1347.0,45423.0,18.0,8.34,8.67,902.7,398.3,2.48,0.025,0.011,1.58
1348,1348.0,45423.0,18.4,8.29,9.71,978.9,239.4,2.24,0.025,0.011,1.92
1349,1349.0,45423.0,20.5,8.47,9.63,1912.6,68.1,8.46,0.058,0.185,5.71
1350,1350.0,45423.0,20.3,8.44,9.07,940.9,219.7,2.4,0.025,0.046,1.53
1351,1351.0,45423.0,12.4,8.04,11.06,293.0,18.7,8.33,0.027,0.071,1.0
1352,1352.0,45423.0,13.6,8.15,11.01,301.8,40.6,10.97,0.079,0.136,1.25
1353,1353.0,45423.0,15.7,7.95,8.61,392.0,13.3,17.07,0.025,0.057,1.25
1354,1354.0,45423.0,8.8,8.95,11.09,1208.0,6.9,6.16,0.1,0.15,0.82
1355,1355.0,45423.0,19.6,8.58,9.71,966.6,125.8,1.73,0.025,0.029,1.88
1357,1357.0,45423.0,18.5,8.57,8.95,710.8,144.4,1.75,0.025,0.033,1.8
1358,1358.0,45423.0,18.4,8.95,11.3,2040.1,2.3,6.84,0.025,0.027,0.68
1359,1359.0,45423.0,19.4,8.54,10.49,745.3,13.2,1.62,0.025,0.009,5.56
1360,1360.0,45423.0,12.2,8.5,15.3,170.2,2.9,4.25,0.025,0.037,0.49
1361,1361.0,45423.0,12.4,7.5,11.33,299.8,64.5,1.97,0.025,0.023,2.58
1362,1362.0,45423.0,16.4,8.48,15.28,174.2,50.5,3.75,0.025,0.02,1.42
1363,1363.0,45423.0,19.0,8.25,5.04,835.4,64.7,8.76,0.108,0.154,3.36
1364,1364.0,45423.0,19.2,7.32,8.09,794.8,6.9,4.7,0.253,0.128,5.21
1365,1365.0,45423.0,18.5,8.27,7.92,620.7,18.4,3.21,0.025,0.084,2.62
1366,1366.0,45423.0,19.9,8.14,9.35,781.2,4.8,3.32,0.083,0.041,3.28
1367,1367.0,45423.0,20.1,7.53,8.81,20.0,380.2,4.5,0.044,0.005,5.0
1368,1368.0,45423.0,17.6,8.37,10.38,294.6,40.6,2.46,0.063,0.062,2.61
1369,1369.0,45423.0,15.8,8.69,10.75,303.0,77.8,5.47,0.025,0.081,2.16
1370,1370.0,45423.0,18.7,7.77,14.03,542.8,0.9,2.96,0.095,0.029,0.51
1371,1371.0,45423.0,20.2,8.94,10.05,255.5,2.2,1.49,0.025,0.021,0.93
1372,1372.0,45423.0,20.8,8.5,9.43,471.2,5.7,4.04,0.102,0.092,1.62
1373,1373.0,45423.0,21.5,8.5,11.65,517.1,14.3,3.99,0.025,0.035,2.28
1374,1374.0,45423.0,19.4,8.29,7.7,679.0,4.2,2.34,0.089,0.044,2.0
1376,1376.0,45423.0,21.2,9.09,6.11,223.6,6.5,2.73,0.033,0.037,0.91
1377,1377.0,45423.0,23.7,8.96,10.68,648.1,17.7,6.79,0.037,0.133,3.14
1378,1378.0,45423.0,17.2,8.58,8.08,459.4,84.6,2.48,0.217,0.089,4.04
1379,1379.0,45423.0,19.0,8.59,14.46,276.3,3.0,1.48,0.028,0.022,1.63
1380,1380.0,45423.0,20.0,8.75,4.65,639.5,9.6,2.82,0.035,0.076,2.93
1381,1381.0,45423.0,18.4,8.49,12.26,367.4,3.1,1.03,0.025,0.012,2.62
1382,1382.0,45423.0,17.4,7.79,7.76,413.6,111.2,1.92,0.175,0.075,3.96
1383,1383.0,45423.0,13.8,8.13,12.52,253.5,3.0,2.2,0.025,0.016,2.67
1384,1384.0,45423.0,21.9,8.66,14.9,510.8,19.2,2.74,0.153,0.059,3.5
1385,1385.0,45423.0,15.9,7.06,7.6,401.2,22.0,1.95,0.046,0.047,3.8
1386,1386.0,45423.0,17.8,8.63,10.77,233.3,6.6,2.25,0.055,0.031,2.54
1387,1387.0,45423.0,18.0,7.84,10.47,252.4,9.2,1.46,0.025,0.021,2.16
1388,1388.0,45423.0,16.9,8.12,10.38,235.3,7.3,2.07,0.025,0.014,2.79
1389,1389.0,45423.0,16.1,7.99,10.09,195.3,17.6,1.87,0.025,0.049,1.88
1390,1390.0,45423.0,8.7,7.92,13.03,243.2,9.4,1.03,0.025,0.013,2.65
1391,1391.0,45423.0,12.2,8.21,10.44,243.5,17.5,1.54,0.025,0.032,2.68
1392,1392.0,45423.0,12.7,8.01,8.95,277.4,3.8,1.9,0.025,0.012,2.66
1393,1393.0,45423.0,17.3,8.37,9.43,127.1,17.8,0.92,0.025,0.017,3.45
1394,1394.0,45423.0,11.4,7.44,7.09,163.7,3.2,1.55,0.025,0.014,2.09
1395,1395.0,45423.0,17.8,8.2,9.16,192.8,5.7,1.43,0.037,0.024,2.11
1396,1396.0,45423.0,18.5,7.4,11.04,342.5,1.5,0.75,0.027,0.009,2.67
1397,1397.0,45423.0,15.9,8.09,10.14,696.0,15.4,1.99,0.025,0.026,2.74
1398,1398.0,45423.0,16.8,8.41,8.44,826.8,32.2,3.63,0.03,0.089,4.56
1399,1399.0,45424.0,23.5,8.06,9.14,424.3,7.3,1.84,0.041,0.038,3.03
1400,1400.0,45424.0,23.7,8.88,10.1,1048.2,6.2,2.93,0.025,0.026,2.03
1401,1401.0,45424.0,24.5,7.38,10.21,770.0,13.1,5.44,0.073,0.065,4.16
1402,1402.0,45424.0,23.9,8.17,9.89,844.4,2.9,4.45,0.049,0.073,6.3
1403,1403.0,45424.0,23.4,7.84,10.38,1205.1,48.8,3.83,0.038,0.065,9.53
1404,1404.0,45424.0,23.4,8.32,9.9,1073.4,66.6,4.4,0.046,0.045,1.81
1406,1406.0,45424.0,23.4,7.65,9.59,425.1,12.1,2.48,0.062,0.037,3.67
1407,1407.0,45424.0,24.3,7.86,8.57,967.3,16.3,5.64,0.025,0.068,3.16
1408,1408.0,45424.0,24.2,7.68,8.39,1230.3,62.7,4.02,0.173,0.042,6.46
1409,1409.0,45424.0,25.5,9.71,18.79,1086.0,12.9,6.62,0.05,0.403,3.06
1410,1410.0,45424.0,27.9,8.62,13.57,1171.9,20.0,4.79,0.147,0.179,4.92
1411,1411.0,45424.0,22.5,8.55,9.92,426.2,7.6,2.64,0.025,0.005,0.98
1412,1412.0,45424.0,23.4,8.17,8.82,690.6,31.3,5.82,0.5,0.16,3.43
1413,1413.0,45424.0,18.9,8.55,10.89,435.9,3.9,2.46,0.025,0.005,1.24
1414,1414.0,45424.0,19.6,8.37,10.77,465.6,7.0,1.59,0.025,0.005,2.81
1415,1415.0,45424.0,21.3,8.18,13.2,542.8,3.7,0.82,0.025,0.005,3.47
1416,1416.0,45424.0,21.8,8.54,18.84,580.8,14.7,3.29,0.025,0.04,1.86
1417,1417.0,45424.0,16.1,8.3,10.78,580.7,49.2,1.29,0.025,0.055,10.55
1418,1418.0,45424.0,22.6,8.01,7.13,651.0,12.8,3.42,0.049,0.054,0.92
1419,1419.0,45424.0,24.3,8.6,14.16,779.2,7.2,3.44,0.033,0.037,1.14
1420,1420.0,45424.0,24.7,8.75,20.56,1005.5,10.6,3.56,0.033,0.072,1.04
1421,1421.0,45424.0,23.6,8.8,16.63,757.2,7.3,3.3,0.059,0.047,1.1
1422,1422.0,45424.0,23.6,8.26,8.51,285.7,1.0,1.61,0.025,0.005,1.1
1423,1423.0,45424.0,23.1,8.94,20.74,2536.6,13.1,4.37,0.043,0.092,1.51
1424,1424.0,45424.0,23.2,8.24,8.61,271.6,5.4,2.0,0.025,0.005,0.9
1425,1425.0,45424.0,23.2,8.41,13.2,956.4,13.3,7.0,0.124,0.091,4.46
1426,1426.0,45424.0,23.7,9.35,22.08,950.4,12.8,5.53,0.121,0.006,2.18
1427,1427.0,45424.0,20.7,8.51,9.6,3844.3,31.2,6.25,0.149,0.105,4.77
1428,1428.0,45424.0,24.2,9.6,19.33,24610.9,22.3,14.45,0.197,0.147,1.94
1429,1429.0,45424.0,21.7,8.55,9.85,7094.2,224.0,7.65,0.025,0.137,1.54
1430,1430.0,45424.0,24.0,8.18,11.48,36448.8,134.0,9.76,0.025,0.148,2.14
1431,1431.0,45424.0,23.5,8.3,6.41,4034.3,48.6,7.87,0.025,0.11,1.41
1432,1432.0,45424.0,23.8,8.36,9.45,2759.1,43.8,5.7,0.541,0.125,3.68
1433,1433.0,45424.0,22.6,8.77,10.89,16436.4,42.8,18.81,0.343,0.329,3.26
1434,1434.0,45424.0,20.2,8.49,15.13,1384.3,35.2,5.21,0.025,0.091,3.98
1435,1435.0,45424.0,21.2,8.75,11.28,529.4,3.1,4.54,0.025,0.018,1.4
1436,1436.0,45424.0,20.9,8.37,8.58,520.0,4.5,2.57,0.025,0.013,1.37
1437,1437.0,45424.0,14.8,8.28,10.89,644.2,5.2,2.08,0.025,0.016,3.18
1438,1438.0,45424.0,24.4,8.57,10.93,810.5,9.5,3.22,0.025,0.037,9.12
1439,1439.0,45424.0,17.6,8.72,10.21,639.8,2.3,1.83,0.025,0.015,3.0
1441,1441.0,45424.0,24.2,8.28,11.08,653.0,85.4,2.69,0.037,0.062,3.21
1442,1442.0,45424.0,22.1,7.95,5.61,1093.8,56.4,0.87,0.028,0.04,4.09
1443,1443.0,45424.0,23.0,8.27,10.96,949.9,22.0,1.38,0.17,0.036,7.04
1444,1444.0,45424.0,23.3,8.5,11.1,368.0,12.2,1.72,0.025,0.01,1.79
1446,1446.0,45424.0,18.1,8.72,11.68,597.3,0.9,2.31,0.025,0.01,3.44
1447,1447.0,45424.0,26.1,9.14,16.06,657.9,11.4,3.11,0.031,0.043,1.03
1448,1448.0,45424.0,23.8,9.45,4.96,1209.4,6.0,7.78,0.049,0.461,1.09
1449,1449.0,45424.0,22.1,8.12,8.31,566.1,7.0,2.21,0.063,0.038,2.63
1450,1450.0,45424.0,23.9,8.07,11.13,21938.6,1.9,2.96,0.034,0.031,1.48
1451,1451.0,45424.0,22.9,9.44,19.89,819.1,18.1,3.55,0.032,0.03,2.65
1452,1452.0,45424.0,22.0,8.48,10.67,462.3,1.1,0.94,0.025,0.013,2.07
1453,1453.0,45424.0,21.4,8.96,18.39,692.9,10.6,3.78,0.025,0.02,0.92
1454,1454.0,45424.0,25.5,8.47,10.98,749.3,18.9,3.74,0.14,0.074,1.51
1455,1455.0,45424.0,22.9,8.48,16.19,31762.0,19.3,13.33,0.563,0.074,2.27
1456,1456.0,45424.0,23.1,9.33,13.6,3230.1,107.4,9.07,0.025,0.127,2.78
1457,1457.0,45424.0,24.6,6.81,10.81,42861.0,7.6,4.91,0.883,0.005,1.55
1459,1459.0,45424.0,26.6,8.62,9.89,542.1,2.5,0.76,0.029,0.005,4.3
1460,1460.0,45424.0,25.0,9.06,19.97,752.8,28.0,3.13,0.025,0.056,2.35
1461,1461.0,45424.0,26.0,7.99,8.71,888.9,42.8,5.33,0.315,0.109,3.87
1462,1462.0,45424.0,26.6,8.32,8.03,784.9,18.2,3.59,0.096,0.097,5.4
1463,1463.0,45424.0,26.3,8.41,14.4,623.2,4.0,3.0,0.025,0.015,4.85
1464,1464.0,45424.0,24.1,8.15,10.22,589.8,9.0,0.98,0.025,0.024,5.87
1465,1465.0,45424.0,20.8,8.28,9.51,516.7,7.0,1.02,0.025,0.015,3.45
1466,1466.0,45424.0,18.8,8.71,9.03,1207.7,59.2,4.31,0.025,0.067,4.63
1467,1467.0,45424.0,20.0,8.44,8.77,1272.1,43.4,4.94,0.143,0.094,1.98
1468,1468.0,45424.0,20.5,8.75,10.45,789.6,13.4,2.01,0.025,0.04,3.78
1469,1469.0,45424.0,20.1,8.78,12.35,674.3,1.8,1.59,0.025,0.014,2.18
1470,1470.0,45424.0,20.3,8.55,10.71,403.2,6.8,1.52,0.025,0.005,1.34
1471,1471.0,45424.0,17.4,8.4,8.12,372.8,131.1,8.92,0.025,0.034,4.47
1472,1472.0,45424.0,22.4,8.31,17.59,894.5,2.1,0.96,0.025,0.005,1.11
1473,1473.0,45424.0,22.2,8.21,8.67,548.7,46.5,4.74,0.025,0.121,3.75
1474,1474.0,45424.0,19.3,8.44,11.02,1337.9,5.1,1.54,0.025,0.016,1.33
1475,1475.0,45424.0,15.9,8.4,8.24,319.7,131.3,12.55,0.025,0.3,1.58
1476,1476.0,45424.0,20.5,8.12,7.57,508.1,105.0,6.47,0.091,0.155,5.06
1477,1477.0,45424.0,21.7,8.47,12.64,772.6,13.1,1.47,0.025,0.027,4.95
1478,1478.0,45424.0,18.1,8.41,17.56,654.5,1.9,1.51,0.025,0.005,4.25
1479,1479.0,45424.0,15.3,8.04,8.48,660.7,67.5,5.65,0.198,0.12,4.07
1480,1480.0,45424.0,22.1,8.42,10.68,713.8,19.7,1.64,0.025,0.042,3.37
1481,1481.0,45424.0,16.5,8.62,14.83,474.9,3.5,1.49,0.025,0.021,3.93
1482,1482.0,45424.0,23.8,9.42,10.88,2886.9,20.5,7.42,0.025,0.094,0.85
1484,1484.0,45424.0,24.3,7.66,8.63,40768.4,1085.4,6.64,0.461,0.06,2.95
1485,1485.0,45424.0,22.4,8.32,8.65,2183.7,53.1,5.81,0.034,0.101,0.86
1486,1486.0,45424.0,23.0,8.76,12.92,2822.8,34.2,5.6,0.025,0.063,0.7
1487,1487.0,45424.0,26.5,9.41,12.43,1267.0,17.3,5.78,0.049,0.057,1.09
1488,1488.0,45424.0,23.1,7.88,19.89,1015.7,9.7,4.68,0.052,0.103,5.22
1489,1489.0,45424.0,23.4,8.44,29.06,941.3,12.1,4.98,0.038,0.098,5.52
1490,1490.0,45424.0,23.5,7.95,3.65,1747.1,46.9,6.31,0.404,0.06,2.49
1492,1492.0,45424.0,23.9,8.41,9.44,990.5,1.0,6.33,0.156,0.118,1.14
1493,1493.0,45424.0,24.9,9.05,12.63,867.4,12.7,5.47,0.041,0.06,1.14
1494,1494.0,45424.0,23.8,8.7,7.6,1460.9,39.8,5.98,0.032,0.034,0.56
1495,1495.0,45424.0,24.9,8.93,8.38,345.6,5.3,1.55,0.025,0.01,1.99
1496,1496.0,45424.0,25.8,8.1,9.06,929.4,9.3,3.47,0.05,0.026,5.25
1497,1497.0,45424.0,25.9,8.11,12.4,1133.4,11.0,5.15,0.025,0.041,6.84
1498,1498.0,45424.0,26.7,7.93,7.74,1090.4,10.4,5.04,0.025,0.041,2.74
1499,1499.0,45424.0,24.4,8.69,13.82,635.7,3.1,4.27,0.025,0.028,2.21
1500,1500.0,45424.0,24.2,8.47,12.35,870.4,5.6,4.01,0.025,0.018,0.39
1501,1501.0,45424.0,24.2,8.49,10.33,916.4,3.6,4.06,0.025,0.019,0.42
1502,1502.0,45424.0,24.6,8.05,9.95,682.1,3.5,5.25,0.025,0.043,0.81
1503,1503.0,45424.0,24.9,8.49,15.14,1556.8,10.7,6.1,0.103,0.151,4.92
1504,1504.0,45424.0,18.5,8.46,11.65,750.5,9.8,1.57,0.025,0.005,2.49
1505,1505.0,45424.0,21.9,8.47,6.91,811.3,22.3,1.29,0.025,0.005,2.03
1506,1506.0,45424.0,17.7,8.64,15.44,949.1,29.6,2.99,0.025,0.089,6.08
1507,1507.0,45424.0,19.3,8.48,9.88,566.5,25.3,3.17,0.025,0.139,6.7
1508,1508.0,45424.0,17.7,8.49,8.35,1289.3,16.2,4.45,0.025,0.067,1.64
1509,1509.0,45424.0,19.6,8.79,8.93,1062.0,45.1,4.97,0.025,0.132,4.63
1510,1510.0,45424.0,21.2,8.25,7.17,992.5,317.9,4.89,0.025,0.182,2.49
1511,1511.0,45424.0,20.7,8.15,10.47,1529.0,29.4,4.53,0.081,0.093,0.79
1512,1512.0,45424.0,22.5,8.17,9.84,536.2,49.5,2.46,0.025,0.039,3.46
1513,1513.0,45424.0,23.2,8.26,23.78,2197.0,2.5,4.6,0.053,0.187,6.25
1514,1514.0,45424.0,22.5,8.42,8.84,742.5,14.1,2.53,0.025,0.031,4.07
1515,1515.0,45424.0,22.5,8.38,18.82,657.6,18.8,7.76,0.102,0.087,2.13
1516,1516.0,45424.0,13.8,7.85,10.26,713.8,5.0,2.37,0.044,0.022,1.4
1517,1517.0,45424.0,26.8,8.26,13.94,790.3,29.3,3.96,0.06,0.092,1.84
1518,1518.0,45424.0,19.5,8.23,9.66,507.1,4.2,2.2,0.025,0.012,0.68
1519,1519.0,45424.0,18.8,7.76,6.12,648.6,23.0,2.14,0.025,0.062,1.08
1521,1521.0,45424.0,17.9,8.48,9.62,543.4,6.4,1.3,0.025,0.005,2.95
